linha,codigo,motivo,detalhes
14376,"N/A","Código ou tipo ausente",""
14377,"N/A","Código ou tipo ausente",""
14378,"N/A","Código ou tipo ausente",""
14379,"N/A","Código ou tipo ausente",""
14380,"N/A","Código ou tipo ausente",""
14381,"N/A","Código ou tipo ausente",""
14382,"N/A","Código ou tipo ausente",""
14383,"N/A","Código ou tipo ausente",""
14384,"N/A","Código ou tipo ausente",""
14385,"N/A","Código ou tipo ausente",""
14386,"N/A","Código ou tipo ausente",""
14387,"N/A","Código ou tipo ausente",""
14388,"N/A","Código ou tipo ausente",""
14389,"N/A","Código ou tipo ausente",""
14390,"N/A","Código ou tipo ausente",""
14391,"N/A","Código ou tipo ausente",""
14392,"N/A","Código ou tipo ausente",""
14393,"N/A","Código ou tipo ausente",""
14394,"N/A","Código ou tipo ausente",""
14395,"N/A","Código ou tipo ausente",""
14396,"N/A","Código ou tipo ausente",""
14397,"N/A","Código ou tipo ausente",""
14398,"N/A","Código ou tipo ausente",""
14399,"N/A","Código ou tipo ausente",""
14400,"N/A","Código ou tipo ausente",""
14401,"N/A","Código ou tipo ausente",""
14402,"N/A","Código ou tipo ausente",""
14403,"N/A","Código ou tipo ausente",""
14404,"N/A","Código ou tipo ausente",""
14405,"N/A","Código ou tipo ausente",""
14406,"N/A","Código ou tipo ausente",""
14407,"N/A","Código ou tipo ausente",""
14408,"N/A","Código ou tipo ausente",""
14409,"N/A","Código ou tipo ausente",""
14410,"N/A","Código ou tipo ausente",""
14411,"N/A","Código ou tipo ausente",""
14412,"N/A","Código ou tipo ausente",""
14413,"N/A","Código ou tipo ausente",""
14414,"N/A","Código ou tipo ausente",""
14415,"N/A","Código ou tipo ausente",""
14416,"N/A","Código ou tipo ausente",""
14417,"N/A","Código ou tipo ausente",""
14418,"N/A","Código ou tipo ausente",""
14419,"N/A","Código ou tipo ausente",""
14420,"N/A","Código ou tipo ausente",""
14421,"N/A","Código ou tipo ausente",""
14422,"N/A","Código ou tipo ausente",""
14423,"N/A","Código ou tipo ausente",""
14424,"N/A","Código ou tipo ausente",""
14425,"N/A","Código ou tipo ausente",""
14426,"N/A","Código ou tipo ausente",""
14427,"N/A","Código ou tipo ausente",""
14428,"N/A","Código ou tipo ausente",""
14429,"N/A","Código ou tipo ausente",""
14430,"N/A","Código ou tipo ausente",""
14431,"N/A","Código ou tipo ausente",""
14432,"N/A","Código ou tipo ausente",""
14433,"N/A","Código ou tipo ausente",""
14434,"N/A","Código ou tipo ausente",""
14435,"N/A","Código ou tipo ausente",""
14436,"N/A","Código ou tipo ausente",""
14437,"N/A","Código ou tipo ausente",""
14438,"N/A","Código ou tipo ausente",""
14439,"N/A","Código ou tipo ausente",""
14440,"N/A","Código ou tipo ausente",""
14441,"N/A","Código ou tipo ausente",""
14442,"N/A","Código ou tipo ausente",""
14443,"N/A","Código ou tipo ausente",""
14444,"N/A","Código ou tipo ausente",""
14445,"N/A","Código ou tipo ausente",""
14446,"N/A","Código ou tipo ausente",""
14447,"N/A","Código ou tipo ausente",""
14448,"N/A","Código ou tipo ausente",""
14449,"N/A","Código ou tipo ausente",""
14450,"N/A","Código ou tipo ausente",""
14451,"N/A","Código ou tipo ausente",""
14452,"N/A","Código ou tipo ausente",""
14453,"N/A","Código ou tipo ausente",""
14454,"N/A","Código ou tipo ausente",""
14455,"N/A","Código ou tipo ausente",""
14456,"N/A","Código ou tipo ausente",""
14457,"N/A","Código ou tipo ausente",""
14458,"N/A","Código ou tipo ausente",""
14459,"N/A","Código ou tipo ausente",""
14460,"N/A","Código ou tipo ausente",""
14461,"N/A","Código ou tipo ausente",""
14462,"N/A","Código ou tipo ausente",""
14463,"N/A","Código ou tipo ausente",""
14464,"N/A","Código ou tipo ausente",""
14465,"N/A","Código ou tipo ausente",""
14466,"N/A","Código ou tipo ausente",""
14467,"N/A","Código ou tipo ausente",""
14468,"N/A","Código ou tipo ausente",""
14469,"N/A","Código ou tipo ausente",""
14470,"N/A","Código ou tipo ausente",""
14471,"N/A","Código ou tipo ausente",""
14472,"N/A","Código ou tipo ausente",""
14473,"N/A","Código ou tipo ausente",""
14474,"N/A","Código ou tipo ausente",""
14475,"N/A","Código ou tipo ausente",""
14476,"N/A","Código ou tipo ausente",""
14477,"N/A","Código ou tipo ausente",""
14478,"N/A","Código ou tipo ausente",""
14479,"N/A","Código ou tipo ausente",""
14480,"N/A","Código ou tipo ausente",""
14481,"N/A","Código ou tipo ausente",""
14482,"N/A","Código ou tipo ausente",""
14483,"N/A","Código ou tipo ausente",""
14484,"N/A","Código ou tipo ausente",""
14485,"N/A","Código ou tipo ausente",""
14486,"N/A","Código ou tipo ausente",""
14487,"N/A","Código ou tipo ausente",""
14488,"N/A","Código ou tipo ausente",""
14489,"N/A","Código ou tipo ausente",""
14490,"N/A","Código ou tipo ausente",""
14491,"N/A","Código ou tipo ausente",""
14492,"N/A","Código ou tipo ausente",""
14493,"N/A","Código ou tipo ausente",""
14494,"N/A","Código ou tipo ausente",""
14495,"N/A","Código ou tipo ausente",""
14496,"N/A","Código ou tipo ausente",""
14497,"N/A","Código ou tipo ausente",""
14498,"N/A","Código ou tipo ausente",""
14499,"N/A","Código ou tipo ausente",""
14500,"N/A","Código ou tipo ausente",""
14501,"N/A","Código ou tipo ausente",""
14502,"N/A","Código ou tipo ausente",""
14503,"N/A","Código ou tipo ausente",""
14504,"N/A","Código ou tipo ausente",""
14505,"N/A","Código ou tipo ausente",""
14506,"N/A","Código ou tipo ausente",""
14507,"N/A","Código ou tipo ausente",""
14508,"N/A","Código ou tipo ausente",""
14509,"N/A","Código ou tipo ausente",""
14510,"N/A","Código ou tipo ausente",""
14511,"N/A","Código ou tipo ausente",""
14512,"N/A","Código ou tipo ausente",""
14513,"N/A","Código ou tipo ausente",""
14514,"N/A","Código ou tipo ausente",""
14515,"N/A","Código ou tipo ausente",""
14516,"N/A","Código ou tipo ausente",""
14517,"N/A","Código ou tipo ausente",""
14518,"N/A","Código ou tipo ausente",""
14519,"N/A","Código ou tipo ausente",""
14520,"N/A","Código ou tipo ausente",""
14521,"N/A","Código ou tipo ausente",""
14522,"N/A","Código ou tipo ausente",""
14523,"N/A","Código ou tipo ausente",""
14524,"N/A","Código ou tipo ausente",""
14525,"N/A","Código ou tipo ausente",""
14526,"N/A","Código ou tipo ausente",""
14527,"N/A","Código ou tipo ausente",""
14528,"N/A","Código ou tipo ausente",""
14529,"N/A","Código ou tipo ausente",""
14530,"N/A","Código ou tipo ausente",""
14531,"N/A","Código ou tipo ausente",""
14532,"N/A","Código ou tipo ausente",""
14533,"N/A","Código ou tipo ausente",""
14534,"N/A","Código ou tipo ausente",""
14535,"N/A","Código ou tipo ausente",""
14536,"N/A","Código ou tipo ausente",""
14537,"N/A","Código ou tipo ausente",""
14538,"N/A","Código ou tipo ausente",""
14539,"N/A","Código ou tipo ausente",""
14540,"N/A","Código ou tipo ausente",""
14541,"N/A","Código ou tipo ausente",""
14542,"N/A","Código ou tipo ausente",""
14543,"N/A","Código ou tipo ausente",""
14544,"N/A","Código ou tipo ausente",""
14545,"N/A","Código ou tipo ausente",""
14546,"N/A","Código ou tipo ausente",""
14547,"N/A","Código ou tipo ausente",""
14548,"N/A","Código ou tipo ausente",""
14549,"N/A","Código ou tipo ausente",""
14550,"N/A","Código ou tipo ausente",""
14551,"N/A","Código ou tipo ausente",""
14552,"N/A","Código ou tipo ausente",""
14553,"N/A","Código ou tipo ausente",""
14554,"N/A","Código ou tipo ausente",""
14555,"N/A","Código ou tipo ausente",""
14556,"N/A","Código ou tipo ausente",""
14557,"N/A","Código ou tipo ausente",""
14558,"N/A","Código ou tipo ausente",""
14559,"N/A","Código ou tipo ausente",""
14560,"N/A","Código ou tipo ausente",""
14561,"N/A","Código ou tipo ausente",""
14562,"N/A","Código ou tipo ausente",""
14563,"N/A","Código ou tipo ausente",""
14564,"N/A","Código ou tipo ausente",""
14565,"N/A","Código ou tipo ausente",""
14566,"N/A","Código ou tipo ausente",""
14567,"N/A","Código ou tipo ausente",""
14568,"N/A","Código ou tipo ausente",""
14569,"N/A","Código ou tipo ausente",""
14570,"N/A","Código ou tipo ausente",""
14571,"N/A","Código ou tipo ausente",""
14572,"N/A","Código ou tipo ausente",""
14573,"N/A","Código ou tipo ausente",""
14574,"N/A","Código ou tipo ausente",""
14575,"N/A","Código ou tipo ausente",""
14576,"N/A","Código ou tipo ausente",""
14577,"N/A","Código ou tipo ausente",""
14578,"N/A","Código ou tipo ausente",""
14579,"N/A","Código ou tipo ausente",""
14580,"N/A","Código ou tipo ausente",""
14581,"N/A","Código ou tipo ausente",""
14582,"N/A","Código ou tipo ausente",""
14583,"N/A","Código ou tipo ausente",""
14584,"N/A","Código ou tipo ausente",""
14585,"N/A","Código ou tipo ausente",""
14586,"N/A","Código ou tipo ausente",""
14587,"N/A","Código ou tipo ausente",""
14588,"N/A","Código ou tipo ausente",""
14589,"N/A","Código ou tipo ausente",""
14590,"N/A","Código ou tipo ausente",""
14591,"N/A","Código ou tipo ausente",""
14592,"N/A","Código ou tipo ausente",""
14593,"N/A","Código ou tipo ausente",""
14594,"N/A","Código ou tipo ausente",""
14595,"N/A","Código ou tipo ausente",""
14596,"N/A","Código ou tipo ausente",""
14597,"N/A","Código ou tipo ausente",""
14598,"N/A","Código ou tipo ausente",""
14599,"N/A","Código ou tipo ausente",""
14600,"N/A","Código ou tipo ausente",""
14601,"N/A","Código ou tipo ausente",""
14602,"N/A","Código ou tipo ausente",""
14603,"N/A","Código ou tipo ausente",""
14604,"N/A","Código ou tipo ausente",""
14605,"N/A","Código ou tipo ausente",""
14606,"N/A","Código ou tipo ausente",""
14607,"N/A","Código ou tipo ausente",""
14608,"N/A","Código ou tipo ausente",""
14609,"N/A","Código ou tipo ausente",""
14610,"N/A","Código ou tipo ausente",""
14611,"N/A","Código ou tipo ausente",""
14612,"N/A","Código ou tipo ausente",""
14613,"N/A","Código ou tipo ausente",""
14614,"N/A","Código ou tipo ausente",""
14615,"N/A","Código ou tipo ausente",""
14616,"N/A","Código ou tipo ausente",""
14617,"N/A","Código ou tipo ausente",""
14618,"N/A","Código ou tipo ausente",""
14619,"N/A","Código ou tipo ausente",""
14620,"N/A","Código ou tipo ausente",""
14621,"N/A","Código ou tipo ausente",""
14622,"N/A","Código ou tipo ausente",""
14623,"N/A","Código ou tipo ausente",""
14624,"N/A","Código ou tipo ausente",""
14625,"N/A","Código ou tipo ausente",""
14626,"N/A","Código ou tipo ausente",""
14627,"N/A","Código ou tipo ausente",""
14628,"N/A","Código ou tipo ausente",""
14629,"N/A","Código ou tipo ausente",""
14630,"N/A","Código ou tipo ausente",""
14631,"N/A","Código ou tipo ausente",""
14632,"N/A","Código ou tipo ausente",""
14633,"N/A","Código ou tipo ausente",""
14634,"N/A","Código ou tipo ausente",""
14635,"N/A","Código ou tipo ausente",""
14636,"N/A","Código ou tipo ausente",""
14637,"N/A","Código ou tipo ausente",""
14638,"N/A","Código ou tipo ausente",""
14639,"N/A","Código ou tipo ausente",""
14640,"N/A","Código ou tipo ausente",""
14641,"N/A","Código ou tipo ausente",""
14642,"N/A","Código ou tipo ausente",""
14643,"N/A","Código ou tipo ausente",""
14644,"N/A","Código ou tipo ausente",""
14645,"N/A","Código ou tipo ausente",""
14646,"N/A","Código ou tipo ausente",""
14647,"N/A","Código ou tipo ausente",""
14648,"N/A","Código ou tipo ausente",""
14649,"N/A","Código ou tipo ausente",""
14650,"N/A","Código ou tipo ausente",""
14651,"N/A","Código ou tipo ausente",""
14652,"N/A","Código ou tipo ausente",""
14653,"N/A","Código ou tipo ausente",""
14654,"N/A","Código ou tipo ausente",""
14655,"N/A","Código ou tipo ausente",""
14656,"N/A","Código ou tipo ausente",""
14657,"N/A","Código ou tipo ausente",""
14658,"N/A","Código ou tipo ausente",""
14659,"N/A","Código ou tipo ausente",""
14660,"N/A","Código ou tipo ausente",""
14661,"N/A","Código ou tipo ausente",""
14662,"N/A","Código ou tipo ausente",""
14663,"N/A","Código ou tipo ausente",""
14664,"N/A","Código ou tipo ausente",""
14665,"N/A","Código ou tipo ausente",""
14666,"N/A","Código ou tipo ausente",""
14667,"N/A","Código ou tipo ausente",""
14668,"N/A","Código ou tipo ausente",""
14669,"N/A","Código ou tipo ausente",""
14670,"N/A","Código ou tipo ausente",""
14671,"N/A","Código ou tipo ausente",""
14672,"N/A","Código ou tipo ausente",""
14673,"N/A","Código ou tipo ausente",""
14674,"N/A","Código ou tipo ausente",""
14675,"N/A","Código ou tipo ausente",""
14676,"N/A","Código ou tipo ausente",""
14677,"N/A","Código ou tipo ausente",""
14678,"N/A","Código ou tipo ausente",""
14679,"N/A","Código ou tipo ausente",""
14680,"N/A","Código ou tipo ausente",""
14681,"N/A","Código ou tipo ausente",""
14682,"N/A","Código ou tipo ausente",""
14683,"N/A","Código ou tipo ausente",""
14684,"N/A","Código ou tipo ausente",""
14685,"N/A","Código ou tipo ausente",""
14686,"N/A","Código ou tipo ausente",""
14687,"N/A","Código ou tipo ausente",""
14688,"N/A","Código ou tipo ausente",""
14689,"N/A","Código ou tipo ausente",""
14690,"N/A","Código ou tipo ausente",""
14691,"N/A","Código ou tipo ausente",""
14692,"N/A","Código ou tipo ausente",""
14693,"N/A","Código ou tipo ausente",""
14694,"N/A","Código ou tipo ausente",""
14695,"N/A","Código ou tipo ausente",""
14696,"N/A","Código ou tipo ausente",""
14697,"N/A","Código ou tipo ausente",""
14698,"N/A","Código ou tipo ausente",""
14699,"N/A","Código ou tipo ausente",""
14700,"N/A","Código ou tipo ausente",""
14701,"N/A","Código ou tipo ausente",""
14702,"N/A","Código ou tipo ausente",""
14703,"N/A","Código ou tipo ausente",""
14704,"N/A","Código ou tipo ausente",""
14705,"N/A","Código ou tipo ausente",""
14706,"N/A","Código ou tipo ausente",""
14707,"N/A","Código ou tipo ausente",""
14708,"N/A","Código ou tipo ausente",""
14709,"N/A","Código ou tipo ausente",""
14710,"N/A","Código ou tipo ausente",""
14711,"N/A","Código ou tipo ausente",""
14712,"N/A","Código ou tipo ausente",""
14713,"N/A","Código ou tipo ausente",""
14714,"N/A","Código ou tipo ausente",""
14715,"N/A","Código ou tipo ausente",""
14716,"N/A","Código ou tipo ausente",""
14717,"N/A","Código ou tipo ausente",""
14718,"N/A","Código ou tipo ausente",""
14719,"N/A","Código ou tipo ausente",""
14720,"N/A","Código ou tipo ausente",""
14721,"N/A","Código ou tipo ausente",""
14722,"N/A","Código ou tipo ausente",""
14723,"N/A","Código ou tipo ausente",""
14724,"N/A","Código ou tipo ausente",""
14725,"N/A","Código ou tipo ausente",""
14726,"N/A","Código ou tipo ausente",""
14727,"N/A","Código ou tipo ausente",""
14728,"N/A","Código ou tipo ausente",""
14729,"N/A","Código ou tipo ausente",""
14730,"N/A","Código ou tipo ausente",""
14731,"N/A","Código ou tipo ausente",""
14732,"N/A","Código ou tipo ausente",""
14733,"N/A","Código ou tipo ausente",""
14734,"N/A","Código ou tipo ausente",""
14735,"N/A","Código ou tipo ausente",""
14736,"N/A","Código ou tipo ausente",""
14737,"N/A","Código ou tipo ausente",""
14738,"N/A","Código ou tipo ausente",""
14739,"N/A","Código ou tipo ausente",""
14740,"N/A","Código ou tipo ausente",""
14741,"N/A","Código ou tipo ausente",""
14742,"N/A","Código ou tipo ausente",""
14743,"N/A","Código ou tipo ausente",""
14744,"N/A","Código ou tipo ausente",""
14745,"N/A","Código ou tipo ausente",""
14746,"N/A","Código ou tipo ausente",""
14747,"N/A","Código ou tipo ausente",""
14748,"N/A","Código ou tipo ausente",""
14749,"N/A","Código ou tipo ausente",""
14750,"N/A","Código ou tipo ausente",""
14751,"N/A","Código ou tipo ausente",""
14752,"N/A","Código ou tipo ausente",""
14753,"N/A","Código ou tipo ausente",""
14754,"N/A","Código ou tipo ausente",""
14755,"N/A","Código ou tipo ausente",""
14756,"N/A","Código ou tipo ausente",""
14757,"N/A","Código ou tipo ausente",""
14758,"N/A","Código ou tipo ausente",""
14759,"N/A","Código ou tipo ausente",""
14760,"N/A","Código ou tipo ausente",""
14761,"N/A","Código ou tipo ausente",""
14762,"N/A","Código ou tipo ausente",""
14763,"N/A","Código ou tipo ausente",""
14764,"N/A","Código ou tipo ausente",""
14765,"N/A","Código ou tipo ausente",""
14766,"N/A","Código ou tipo ausente",""
14767,"N/A","Código ou tipo ausente",""
14768,"N/A","Código ou tipo ausente",""
14769,"N/A","Código ou tipo ausente",""
14770,"N/A","Código ou tipo ausente",""
14771,"N/A","Código ou tipo ausente",""
14772,"N/A","Código ou tipo ausente",""
14773,"N/A","Código ou tipo ausente",""
14774,"N/A","Código ou tipo ausente",""
14775,"N/A","Código ou tipo ausente",""
14776,"N/A","Código ou tipo ausente",""
14777,"N/A","Código ou tipo ausente",""
14778,"N/A","Código ou tipo ausente",""
14779,"N/A","Código ou tipo ausente",""
14780,"N/A","Código ou tipo ausente",""
14781,"N/A","Código ou tipo ausente",""
14782,"N/A","Código ou tipo ausente",""
14783,"N/A","Código ou tipo ausente",""
14784,"N/A","Código ou tipo ausente",""
14785,"N/A","Código ou tipo ausente",""
14786,"N/A","Código ou tipo ausente",""
14787,"N/A","Código ou tipo ausente",""
14788,"N/A","Código ou tipo ausente",""
14789,"N/A","Código ou tipo ausente",""
14790,"N/A","Código ou tipo ausente",""
14791,"N/A","Código ou tipo ausente",""
14792,"N/A","Código ou tipo ausente",""
14793,"N/A","Código ou tipo ausente",""
14794,"N/A","Código ou tipo ausente",""
14795,"N/A","Código ou tipo ausente",""
14796,"N/A","Código ou tipo ausente",""
14797,"N/A","Código ou tipo ausente",""
14798,"N/A","Código ou tipo ausente",""
14799,"N/A","Código ou tipo ausente",""
14800,"N/A","Código ou tipo ausente",""
14801,"N/A","Código ou tipo ausente",""
14802,"N/A","Código ou tipo ausente",""
14803,"N/A","Código ou tipo ausente",""
14804,"N/A","Código ou tipo ausente",""
14805,"N/A","Código ou tipo ausente",""
14806,"N/A","Código ou tipo ausente",""
14807,"N/A","Código ou tipo ausente",""
14808,"N/A","Código ou tipo ausente",""
14809,"N/A","Código ou tipo ausente",""
14810,"N/A","Código ou tipo ausente",""
14811,"N/A","Código ou tipo ausente",""
14812,"N/A","Código ou tipo ausente",""
14813,"N/A","Código ou tipo ausente",""
14814,"N/A","Código ou tipo ausente",""
14815,"N/A","Código ou tipo ausente",""
14816,"N/A","Código ou tipo ausente",""
14817,"N/A","Código ou tipo ausente",""
14818,"N/A","Código ou tipo ausente",""
14819,"N/A","Código ou tipo ausente",""
14820,"N/A","Código ou tipo ausente",""
14821,"N/A","Código ou tipo ausente",""
14822,"N/A","Código ou tipo ausente",""
14823,"N/A","Código ou tipo ausente",""
14824,"N/A","Código ou tipo ausente",""
14825,"N/A","Código ou tipo ausente",""
14826,"N/A","Código ou tipo ausente",""
14827,"N/A","Código ou tipo ausente",""
14828,"N/A","Código ou tipo ausente",""
14829,"N/A","Código ou tipo ausente",""
14830,"N/A","Código ou tipo ausente",""
14831,"N/A","Código ou tipo ausente",""
14832,"N/A","Código ou tipo ausente",""
14833,"N/A","Código ou tipo ausente",""
14834,"N/A","Código ou tipo ausente",""
14835,"N/A","Código ou tipo ausente",""
14836,"N/A","Código ou tipo ausente",""
14837,"N/A","Código ou tipo ausente",""
14838,"N/A","Código ou tipo ausente",""
14839,"N/A","Código ou tipo ausente",""
14840,"N/A","Código ou tipo ausente",""
14841,"N/A","Código ou tipo ausente",""
14842,"N/A","Código ou tipo ausente",""
14843,"N/A","Código ou tipo ausente",""
14844,"N/A","Código ou tipo ausente",""
14845,"N/A","Código ou tipo ausente",""
14846,"N/A","Código ou tipo ausente",""
14847,"N/A","Código ou tipo ausente",""
14848,"N/A","Código ou tipo ausente",""
14849,"N/A","Código ou tipo ausente",""
14850,"N/A","Código ou tipo ausente",""
14851,"N/A","Código ou tipo ausente",""
14852,"N/A","Código ou tipo ausente",""
14853,"N/A","Código ou tipo ausente",""
14854,"N/A","Código ou tipo ausente",""
14855,"N/A","Código ou tipo ausente",""
14856,"N/A","Código ou tipo ausente",""
14857,"N/A","Código ou tipo ausente",""
14858,"N/A","Código ou tipo ausente",""
14859,"N/A","Código ou tipo ausente",""
14860,"N/A","Código ou tipo ausente",""
14861,"N/A","Código ou tipo ausente",""
14862,"N/A","Código ou tipo ausente",""
14863,"N/A","Código ou tipo ausente",""
14864,"N/A","Código ou tipo ausente",""
14865,"N/A","Código ou tipo ausente",""
14866,"N/A","Código ou tipo ausente",""
14867,"N/A","Código ou tipo ausente",""
14868,"N/A","Código ou tipo ausente",""
14869,"N/A","Código ou tipo ausente",""
14870,"N/A","Código ou tipo ausente",""
14871,"N/A","Código ou tipo ausente",""
14872,"N/A","Código ou tipo ausente",""
14873,"N/A","Código ou tipo ausente",""
14874,"N/A","Código ou tipo ausente",""
14875,"N/A","Código ou tipo ausente",""
14876,"N/A","Código ou tipo ausente",""
14877,"N/A","Código ou tipo ausente",""
14878,"N/A","Código ou tipo ausente",""
14879,"N/A","Código ou tipo ausente",""
14880,"N/A","Código ou tipo ausente",""
14881,"N/A","Código ou tipo ausente",""
14882,"N/A","Código ou tipo ausente",""
14883,"N/A","Código ou tipo ausente",""
14884,"N/A","Código ou tipo ausente",""
14885,"N/A","Código ou tipo ausente",""
14886,"N/A","Código ou tipo ausente",""
14887,"N/A","Código ou tipo ausente",""
14888,"N/A","Código ou tipo ausente",""
14889,"N/A","Código ou tipo ausente",""
14890,"N/A","Código ou tipo ausente",""
14891,"N/A","Código ou tipo ausente",""
14892,"N/A","Código ou tipo ausente",""
14893,"N/A","Código ou tipo ausente",""
14894,"N/A","Código ou tipo ausente",""
14895,"N/A","Código ou tipo ausente",""
14896,"N/A","Código ou tipo ausente",""
14897,"N/A","Código ou tipo ausente",""
14898,"N/A","Código ou tipo ausente",""
14899,"N/A","Código ou tipo ausente",""
14900,"N/A","Código ou tipo ausente",""
14901,"N/A","Código ou tipo ausente",""
14902,"N/A","Código ou tipo ausente",""
14903,"N/A","Código ou tipo ausente",""
14904,"N/A","Código ou tipo ausente",""
14905,"N/A","Código ou tipo ausente",""
14906,"N/A","Código ou tipo ausente",""
14907,"N/A","Código ou tipo ausente",""
14908,"N/A","Código ou tipo ausente",""
14909,"N/A","Código ou tipo ausente",""
14910,"N/A","Código ou tipo ausente",""
14911,"N/A","Código ou tipo ausente",""
14912,"N/A","Código ou tipo ausente",""
14913,"N/A","Código ou tipo ausente",""
14914,"N/A","Código ou tipo ausente",""
14915,"N/A","Código ou tipo ausente",""
14916,"N/A","Código ou tipo ausente",""
14917,"N/A","Código ou tipo ausente",""
14918,"N/A","Código ou tipo ausente",""
14919,"N/A","Código ou tipo ausente",""
14920,"N/A","Código ou tipo ausente",""
14921,"N/A","Código ou tipo ausente",""
14922,"N/A","Código ou tipo ausente",""
14923,"N/A","Código ou tipo ausente",""
14924,"N/A","Código ou tipo ausente",""
14925,"N/A","Código ou tipo ausente",""
14926,"N/A","Código ou tipo ausente",""
14927,"N/A","Código ou tipo ausente",""
14928,"N/A","Código ou tipo ausente",""
14929,"N/A","Código ou tipo ausente",""
14930,"N/A","Código ou tipo ausente",""
14931,"N/A","Código ou tipo ausente",""
14932,"N/A","Código ou tipo ausente",""
14933,"N/A","Código ou tipo ausente",""
14934,"N/A","Código ou tipo ausente",""
14935,"N/A","Código ou tipo ausente",""
14936,"N/A","Código ou tipo ausente",""
14937,"N/A","Código ou tipo ausente",""
14938,"N/A","Código ou tipo ausente",""
14939,"N/A","Código ou tipo ausente",""
14940,"N/A","Código ou tipo ausente",""
14941,"N/A","Código ou tipo ausente",""
14942,"N/A","Código ou tipo ausente",""
14943,"N/A","Código ou tipo ausente",""
14944,"N/A","Código ou tipo ausente",""
14945,"N/A","Código ou tipo ausente",""
14946,"N/A","Código ou tipo ausente",""
14947,"N/A","Código ou tipo ausente",""
14948,"N/A","Código ou tipo ausente",""
14949,"N/A","Código ou tipo ausente",""
14950,"N/A","Código ou tipo ausente",""
14951,"N/A","Código ou tipo ausente",""
14952,"N/A","Código ou tipo ausente",""
14953,"N/A","Código ou tipo ausente",""
14954,"N/A","Código ou tipo ausente",""
14955,"N/A","Código ou tipo ausente",""
14956,"N/A","Código ou tipo ausente",""
14957,"N/A","Código ou tipo ausente",""
14958,"N/A","Código ou tipo ausente",""
14959,"N/A","Código ou tipo ausente",""
14960,"N/A","Código ou tipo ausente",""
14961,"N/A","Código ou tipo ausente",""
14962,"N/A","Código ou tipo ausente",""
14963,"N/A","Código ou tipo ausente",""
14964,"N/A","Código ou tipo ausente",""
14965,"N/A","Código ou tipo ausente",""
14966,"N/A","Código ou tipo ausente",""
14967,"N/A","Código ou tipo ausente",""
14968,"N/A","Código ou tipo ausente",""
14969,"N/A","Código ou tipo ausente",""
14970,"N/A","Código ou tipo ausente",""
14971,"N/A","Código ou tipo ausente",""
14972,"N/A","Código ou tipo ausente",""
14973,"N/A","Código ou tipo ausente",""
14974,"N/A","Código ou tipo ausente",""
14975,"N/A","Código ou tipo ausente",""
14976,"N/A","Código ou tipo ausente",""
14977,"N/A","Código ou tipo ausente",""
14978,"N/A","Código ou tipo ausente",""
14979,"N/A","Código ou tipo ausente",""
14980,"N/A","Código ou tipo ausente",""
14981,"N/A","Código ou tipo ausente",""
14982,"N/A","Código ou tipo ausente",""
14983,"N/A","Código ou tipo ausente",""
14984,"N/A","Código ou tipo ausente",""
14985,"N/A","Código ou tipo ausente",""
14986,"N/A","Código ou tipo ausente",""
14987,"N/A","Código ou tipo ausente",""
14988,"N/A","Código ou tipo ausente",""
14989,"N/A","Código ou tipo ausente",""
14990,"N/A","Código ou tipo ausente",""
14991,"N/A","Código ou tipo ausente",""
14992,"N/A","Código ou tipo ausente",""
14993,"N/A","Código ou tipo ausente",""
14994,"N/A","Código ou tipo ausente",""
14995,"N/A","Código ou tipo ausente",""
14996,"N/A","Código ou tipo ausente",""
14997,"N/A","Código ou tipo ausente",""
14998,"N/A","Código ou tipo ausente",""
14999,"N/A","Código ou tipo ausente",""
15000,"N/A","Código ou tipo ausente",""
15001,"N/A","Código ou tipo ausente",""
15002,"N/A","Código ou tipo ausente",""
15003,"N/A","Código ou tipo ausente",""
15004,"N/A","Código ou tipo ausente",""
15005,"N/A","Código ou tipo ausente",""
15006,"N/A","Código ou tipo ausente",""
15007,"N/A","Código ou tipo ausente",""
15008,"N/A","Código ou tipo ausente",""
15009,"N/A","Código ou tipo ausente",""
15010,"N/A","Código ou tipo ausente",""
15011,"N/A","Código ou tipo ausente",""
15012,"N/A","Código ou tipo ausente",""
15013,"N/A","Código ou tipo ausente",""
15014,"N/A","Código ou tipo ausente",""
15015,"N/A","Código ou tipo ausente",""
15016,"N/A","Código ou tipo ausente",""
15017,"N/A","Código ou tipo ausente",""
15018,"N/A","Código ou tipo ausente",""
15019,"N/A","Código ou tipo ausente",""
15020,"N/A","Código ou tipo ausente",""
15021,"N/A","Código ou tipo ausente",""
15022,"N/A","Código ou tipo ausente",""
15023,"N/A","Código ou tipo ausente",""
15024,"N/A","Código ou tipo ausente",""
15025,"N/A","Código ou tipo ausente",""
15026,"N/A","Código ou tipo ausente",""
15027,"N/A","Código ou tipo ausente",""
15028,"N/A","Código ou tipo ausente",""
15029,"N/A","Código ou tipo ausente",""
15030,"N/A","Código ou tipo ausente",""
15031,"N/A","Código ou tipo ausente",""
15032,"N/A","Código ou tipo ausente",""
15033,"N/A","Código ou tipo ausente",""
15034,"N/A","Código ou tipo ausente",""
15035,"N/A","Código ou tipo ausente",""
15036,"N/A","Código ou tipo ausente",""
15037,"N/A","Código ou tipo ausente",""
15038,"N/A","Código ou tipo ausente",""
15039,"N/A","Código ou tipo ausente",""
15040,"N/A","Código ou tipo ausente",""
