linha,codigo,motivo,detalhes
4956,"N/A","Código ou tipo ausente",""
4957,"N/A","Código ou tipo ausente",""
4958,"N/A","Código ou tipo ausente",""
4959,"N/A","Código ou tipo ausente",""
4960,"N/A","Código ou tipo ausente",""
4961,"N/A","Código ou tipo ausente",""
4962,"N/A","Código ou tipo ausente",""
4963,"N/A","Código ou tipo ausente",""
4964,"N/A","Código ou tipo ausente",""
4965,"N/A","Código ou tipo ausente",""
4966,"N/A","Código ou tipo ausente",""
4967,"N/A","Código ou tipo ausente",""
4968,"N/A","Código ou tipo ausente",""
4969,"N/A","Código ou tipo ausente",""
4970,"N/A","Código ou tipo ausente",""
4971,"N/A","Código ou tipo ausente",""
4972,"N/A","Código ou tipo ausente",""
4973,"N/A","Código ou tipo ausente",""
4974,"N/A","Código ou tipo ausente",""
4975,"N/A","Código ou tipo ausente",""
4976,"N/A","Código ou tipo ausente",""
4977,"N/A","Código ou tipo ausente",""
4978,"N/A","Código ou tipo ausente",""
4979,"N/A","Código ou tipo ausente",""
4980,"N/A","Código ou tipo ausente",""
4981,"N/A","Código ou tipo ausente",""
4982,"N/A","Código ou tipo ausente",""
4983,"N/A","Código ou tipo ausente",""
4984,"N/A","Código ou tipo ausente",""
4985,"N/A","Código ou tipo ausente",""
4986,"N/A","Código ou tipo ausente",""
4987,"N/A","Código ou tipo ausente",""
4988,"N/A","Código ou tipo ausente",""
4989,"N/A","Código ou tipo ausente",""
4990,"N/A","Código ou tipo ausente",""
4991,"N/A","Código ou tipo ausente",""
4992,"N/A","Código ou tipo ausente",""
4993,"N/A","Código ou tipo ausente",""
4994,"N/A","Código ou tipo ausente",""
4995,"N/A","Código ou tipo ausente",""
4996,"N/A","Código ou tipo ausente",""
4997,"N/A","Código ou tipo ausente",""
4998,"N/A","Código ou tipo ausente",""
4999,"N/A","Código ou tipo ausente",""
5000,"N/A","Código ou tipo ausente",""
5001,"N/A","Código ou tipo ausente",""
5002,"N/A","Código ou tipo ausente",""
5003,"N/A","Código ou tipo ausente",""
5004,"N/A","Código ou tipo ausente",""
5005,"N/A","Código ou tipo ausente",""
5006,"N/A","Código ou tipo ausente",""
5007,"N/A","Código ou tipo ausente",""
5008,"N/A","Código ou tipo ausente",""
5009,"N/A","Código ou tipo ausente",""
5010,"N/A","Código ou tipo ausente",""
5011,"N/A","Código ou tipo ausente",""
5012,"N/A","Código ou tipo ausente",""
5013,"N/A","Código ou tipo ausente",""
5014,"N/A","Código ou tipo ausente",""
5015,"N/A","Código ou tipo ausente",""
5016,"N/A","Código ou tipo ausente",""
5017,"N/A","Código ou tipo ausente",""
5018,"N/A","Código ou tipo ausente",""
5019,"N/A","Código ou tipo ausente",""
5020,"N/A","Código ou tipo ausente",""
5021,"N/A","Código ou tipo ausente",""
5022,"N/A","Código ou tipo ausente",""
5023,"N/A","Código ou tipo ausente",""
5024,"N/A","Código ou tipo ausente",""
5025,"N/A","Código ou tipo ausente",""
5026,"N/A","Código ou tipo ausente",""
5027,"N/A","Código ou tipo ausente",""
5028,"N/A","Código ou tipo ausente",""
5029,"N/A","Código ou tipo ausente",""
5030,"N/A","Código ou tipo ausente",""
5031,"N/A","Código ou tipo ausente",""
5032,"N/A","Código ou tipo ausente",""
5033,"N/A","Código ou tipo ausente",""
5034,"N/A","Código ou tipo ausente",""
5035,"N/A","Código ou tipo ausente",""
5036,"N/A","Código ou tipo ausente",""
5037,"N/A","Código ou tipo ausente",""
5038,"N/A","Código ou tipo ausente",""
5039,"N/A","Código ou tipo ausente",""
5040,"N/A","Código ou tipo ausente",""
5041,"N/A","Código ou tipo ausente",""
5042,"N/A","Código ou tipo ausente",""
5043,"N/A","Código ou tipo ausente",""
5044,"N/A","Código ou tipo ausente",""
5045,"N/A","Código ou tipo ausente",""
5046,"N/A","Código ou tipo ausente",""
5047,"N/A","Código ou tipo ausente",""
5048,"N/A","Código ou tipo ausente",""
5049,"N/A","Código ou tipo ausente",""
5050,"N/A","Código ou tipo ausente",""
5051,"N/A","Código ou tipo ausente",""
5052,"N/A","Código ou tipo ausente",""
5053,"N/A","Código ou tipo ausente",""
5054,"N/A","Código ou tipo ausente",""
5055,"N/A","Código ou tipo ausente",""
5056,"N/A","Código ou tipo ausente",""
5057,"N/A","Código ou tipo ausente",""
5058,"N/A","Código ou tipo ausente",""
5059,"N/A","Código ou tipo ausente",""
5060,"N/A","Código ou tipo ausente",""
5061,"N/A","Código ou tipo ausente",""
5062,"N/A","Código ou tipo ausente",""
5063,"N/A","Código ou tipo ausente",""
5064,"N/A","Código ou tipo ausente",""
5065,"N/A","Código ou tipo ausente",""
5066,"N/A","Código ou tipo ausente",""
5067,"N/A","Código ou tipo ausente",""
5068,"N/A","Código ou tipo ausente",""
5069,"N/A","Código ou tipo ausente",""
5070,"N/A","Código ou tipo ausente",""
5071,"N/A","Código ou tipo ausente",""
5072,"N/A","Código ou tipo ausente",""
5073,"N/A","Código ou tipo ausente",""
5074,"N/A","Código ou tipo ausente",""
5075,"N/A","Código ou tipo ausente",""
5076,"N/A","Código ou tipo ausente",""
5077,"N/A","Código ou tipo ausente",""
5078,"N/A","Código ou tipo ausente",""
5079,"N/A","Código ou tipo ausente",""
5080,"N/A","Código ou tipo ausente",""
5081,"N/A","Código ou tipo ausente",""
5082,"N/A","Código ou tipo ausente",""
5083,"N/A","Código ou tipo ausente",""
5084,"N/A","Código ou tipo ausente",""
5085,"N/A","Código ou tipo ausente",""
5086,"N/A","Código ou tipo ausente",""
5087,"N/A","Código ou tipo ausente",""
5088,"N/A","Código ou tipo ausente",""
5089,"N/A","Código ou tipo ausente",""
5090,"N/A","Código ou tipo ausente",""
5091,"N/A","Código ou tipo ausente",""
5092,"N/A","Código ou tipo ausente",""
5093,"N/A","Código ou tipo ausente",""
5094,"N/A","Código ou tipo ausente",""
5095,"N/A","Código ou tipo ausente",""
5096,"N/A","Código ou tipo ausente",""
5097,"N/A","Código ou tipo ausente",""
5098,"N/A","Código ou tipo ausente",""
5099,"N/A","Código ou tipo ausente",""
5100,"N/A","Código ou tipo ausente",""
5101,"N/A","Código ou tipo ausente",""
5102,"N/A","Código ou tipo ausente",""
5103,"N/A","Código ou tipo ausente",""
5104,"N/A","Código ou tipo ausente",""
5105,"N/A","Código ou tipo ausente",""
5106,"N/A","Código ou tipo ausente",""
5107,"N/A","Código ou tipo ausente",""
5108,"N/A","Código ou tipo ausente",""
5109,"N/A","Código ou tipo ausente",""
5110,"N/A","Código ou tipo ausente",""
5111,"N/A","Código ou tipo ausente",""
5112,"N/A","Código ou tipo ausente",""
5113,"N/A","Código ou tipo ausente",""
5114,"N/A","Código ou tipo ausente",""
5115,"N/A","Código ou tipo ausente",""
5116,"N/A","Código ou tipo ausente",""
5117,"N/A","Código ou tipo ausente",""
5118,"N/A","Código ou tipo ausente",""
5119,"N/A","Código ou tipo ausente",""
5120,"N/A","Código ou tipo ausente",""
5121,"N/A","Código ou tipo ausente",""
5122,"N/A","Código ou tipo ausente",""
5123,"N/A","Código ou tipo ausente",""
5124,"N/A","Código ou tipo ausente",""
5125,"N/A","Código ou tipo ausente",""
5126,"N/A","Código ou tipo ausente",""
5127,"N/A","Código ou tipo ausente",""
5128,"N/A","Código ou tipo ausente",""
5129,"N/A","Código ou tipo ausente",""
5130,"N/A","Código ou tipo ausente",""
5131,"N/A","Código ou tipo ausente",""
5132,"N/A","Código ou tipo ausente",""
5133,"N/A","Código ou tipo ausente",""
5134,"N/A","Código ou tipo ausente",""
5135,"N/A","Código ou tipo ausente",""
5136,"N/A","Código ou tipo ausente",""
5137,"N/A","Código ou tipo ausente",""
5138,"N/A","Código ou tipo ausente",""
5139,"N/A","Código ou tipo ausente",""
5140,"N/A","Código ou tipo ausente",""
5141,"N/A","Código ou tipo ausente",""
5142,"N/A","Código ou tipo ausente",""
5143,"N/A","Código ou tipo ausente",""
5144,"N/A","Código ou tipo ausente",""
5145,"N/A","Código ou tipo ausente",""
5146,"N/A","Código ou tipo ausente",""
5147,"N/A","Código ou tipo ausente",""
5148,"N/A","Código ou tipo ausente",""
5149,"N/A","Código ou tipo ausente",""
5150,"N/A","Código ou tipo ausente",""
5151,"N/A","Código ou tipo ausente",""
5152,"N/A","Código ou tipo ausente",""
5153,"N/A","Código ou tipo ausente",""
5154,"N/A","Código ou tipo ausente",""
5155,"N/A","Código ou tipo ausente",""
5156,"N/A","Código ou tipo ausente",""
5157,"N/A","Código ou tipo ausente",""
5158,"N/A","Código ou tipo ausente",""
5159,"N/A","Código ou tipo ausente",""
5160,"N/A","Código ou tipo ausente",""
5161,"N/A","Código ou tipo ausente",""
5162,"N/A","Código ou tipo ausente",""
5163,"N/A","Código ou tipo ausente",""
5164,"N/A","Código ou tipo ausente",""
5165,"N/A","Código ou tipo ausente",""
5166,"N/A","Código ou tipo ausente",""
5167,"N/A","Código ou tipo ausente",""
5168,"N/A","Código ou tipo ausente",""
5169,"N/A","Código ou tipo ausente",""
5170,"N/A","Código ou tipo ausente",""
5171,"N/A","Código ou tipo ausente",""
5172,"N/A","Código ou tipo ausente",""
5173,"N/A","Código ou tipo ausente",""
5174,"N/A","Código ou tipo ausente",""
5175,"N/A","Código ou tipo ausente",""
5176,"N/A","Código ou tipo ausente",""
5177,"N/A","Código ou tipo ausente",""
5178,"N/A","Código ou tipo ausente",""
5179,"N/A","Código ou tipo ausente",""
5180,"N/A","Código ou tipo ausente",""
5181,"N/A","Código ou tipo ausente",""
5182,"N/A","Código ou tipo ausente",""
5183,"N/A","Código ou tipo ausente",""
5184,"N/A","Código ou tipo ausente",""
5185,"N/A","Código ou tipo ausente",""
5186,"N/A","Código ou tipo ausente",""
5187,"N/A","Código ou tipo ausente",""
5188,"N/A","Código ou tipo ausente",""
5189,"N/A","Código ou tipo ausente",""
5190,"N/A","Código ou tipo ausente",""
5191,"N/A","Código ou tipo ausente",""
5192,"N/A","Código ou tipo ausente",""
5193,"N/A","Código ou tipo ausente",""
5194,"N/A","Código ou tipo ausente",""
5195,"N/A","Código ou tipo ausente",""
5196,"N/A","Código ou tipo ausente",""
5197,"N/A","Código ou tipo ausente",""
5198,"N/A","Código ou tipo ausente",""
5199,"N/A","Código ou tipo ausente",""
5200,"N/A","Código ou tipo ausente",""
5201,"N/A","Código ou tipo ausente",""
5202,"N/A","Código ou tipo ausente",""
5203,"N/A","Código ou tipo ausente",""
5204,"N/A","Código ou tipo ausente",""
5205,"N/A","Código ou tipo ausente",""
5206,"N/A","Código ou tipo ausente",""
5207,"N/A","Código ou tipo ausente",""
5208,"N/A","Código ou tipo ausente",""
5209,"N/A","Código ou tipo ausente",""
5210,"N/A","Código ou tipo ausente",""
5211,"N/A","Código ou tipo ausente",""
5212,"N/A","Código ou tipo ausente",""
5213,"N/A","Código ou tipo ausente",""
5214,"N/A","Código ou tipo ausente",""
5215,"N/A","Código ou tipo ausente",""
5216,"N/A","Código ou tipo ausente",""
5217,"N/A","Código ou tipo ausente",""
5218,"N/A","Código ou tipo ausente",""
5219,"N/A","Código ou tipo ausente",""
5220,"N/A","Código ou tipo ausente",""
5221,"N/A","Código ou tipo ausente",""
5222,"N/A","Código ou tipo ausente",""
5223,"N/A","Código ou tipo ausente",""
5224,"N/A","Código ou tipo ausente",""
5225,"N/A","Código ou tipo ausente",""
5226,"N/A","Código ou tipo ausente",""
5227,"N/A","Código ou tipo ausente",""
5228,"N/A","Código ou tipo ausente",""
5229,"N/A","Código ou tipo ausente",""
5230,"N/A","Código ou tipo ausente",""
5231,"N/A","Código ou tipo ausente",""
5232,"N/A","Código ou tipo ausente",""
5233,"N/A","Código ou tipo ausente",""
5234,"N/A","Código ou tipo ausente",""
5235,"N/A","Código ou tipo ausente",""
5236,"N/A","Código ou tipo ausente",""
5237,"N/A","Código ou tipo ausente",""
5238,"N/A","Código ou tipo ausente",""
5239,"N/A","Código ou tipo ausente",""
5240,"N/A","Código ou tipo ausente",""
5241,"N/A","Código ou tipo ausente",""
5242,"N/A","Código ou tipo ausente",""
5243,"N/A","Código ou tipo ausente",""
5244,"N/A","Código ou tipo ausente",""
5245,"N/A","Código ou tipo ausente",""
5246,"N/A","Código ou tipo ausente",""
5247,"N/A","Código ou tipo ausente",""
5248,"N/A","Código ou tipo ausente",""
5249,"N/A","Código ou tipo ausente",""
5250,"N/A","Código ou tipo ausente",""
5251,"N/A","Código ou tipo ausente",""
5252,"N/A","Código ou tipo ausente",""
5253,"N/A","Código ou tipo ausente",""
5254,"N/A","Código ou tipo ausente",""
5255,"N/A","Código ou tipo ausente",""
5256,"N/A","Código ou tipo ausente",""
5257,"N/A","Código ou tipo ausente",""
5258,"N/A","Código ou tipo ausente",""
5259,"N/A","Código ou tipo ausente",""
5260,"N/A","Código ou tipo ausente",""
5261,"N/A","Código ou tipo ausente",""
5262,"N/A","Código ou tipo ausente",""
5263,"N/A","Código ou tipo ausente",""
5264,"N/A","Código ou tipo ausente",""
5265,"N/A","Código ou tipo ausente",""
5266,"N/A","Código ou tipo ausente",""
5267,"N/A","Código ou tipo ausente",""
5268,"N/A","Código ou tipo ausente",""
5269,"N/A","Código ou tipo ausente",""
5270,"N/A","Código ou tipo ausente",""
5271,"N/A","Código ou tipo ausente",""
5272,"N/A","Código ou tipo ausente",""
5273,"N/A","Código ou tipo ausente",""
5274,"N/A","Código ou tipo ausente",""
5275,"N/A","Código ou tipo ausente",""
5276,"N/A","Código ou tipo ausente",""
5277,"N/A","Código ou tipo ausente",""
5278,"N/A","Código ou tipo ausente",""
5279,"N/A","Código ou tipo ausente",""
5280,"N/A","Código ou tipo ausente",""
5281,"N/A","Código ou tipo ausente",""
5282,"N/A","Código ou tipo ausente",""
5283,"N/A","Código ou tipo ausente",""
5284,"N/A","Código ou tipo ausente",""
5285,"N/A","Código ou tipo ausente",""
5286,"N/A","Código ou tipo ausente",""
5287,"N/A","Código ou tipo ausente",""
5288,"N/A","Código ou tipo ausente",""
5289,"N/A","Código ou tipo ausente",""
5290,"N/A","Código ou tipo ausente",""
5291,"N/A","Código ou tipo ausente",""
5292,"N/A","Código ou tipo ausente",""
5293,"N/A","Código ou tipo ausente",""
5294,"N/A","Código ou tipo ausente",""
5295,"N/A","Código ou tipo ausente",""
5296,"N/A","Código ou tipo ausente",""
5297,"N/A","Código ou tipo ausente",""
5298,"N/A","Código ou tipo ausente",""
5299,"N/A","Código ou tipo ausente",""
5300,"N/A","Código ou tipo ausente",""
5301,"N/A","Código ou tipo ausente",""
5302,"N/A","Código ou tipo ausente",""
5303,"N/A","Código ou tipo ausente",""
5304,"N/A","Código ou tipo ausente",""
5305,"N/A","Código ou tipo ausente",""
5306,"N/A","Código ou tipo ausente",""
5307,"N/A","Código ou tipo ausente",""
5308,"N/A","Código ou tipo ausente",""
5309,"N/A","Código ou tipo ausente",""
5310,"N/A","Código ou tipo ausente",""
5311,"N/A","Código ou tipo ausente",""
5312,"N/A","Código ou tipo ausente",""
5313,"N/A","Código ou tipo ausente",""
5314,"N/A","Código ou tipo ausente",""
5315,"N/A","Código ou tipo ausente",""
5316,"N/A","Código ou tipo ausente",""
5317,"N/A","Código ou tipo ausente",""
5318,"N/A","Código ou tipo ausente",""
5319,"N/A","Código ou tipo ausente",""
5320,"N/A","Código ou tipo ausente",""
5321,"N/A","Código ou tipo ausente",""
5322,"N/A","Código ou tipo ausente",""
5323,"N/A","Código ou tipo ausente",""
5324,"N/A","Código ou tipo ausente",""
5325,"N/A","Código ou tipo ausente",""
5326,"N/A","Código ou tipo ausente",""
5327,"N/A","Código ou tipo ausente",""
5328,"N/A","Código ou tipo ausente",""
5329,"N/A","Código ou tipo ausente",""
5330,"N/A","Código ou tipo ausente",""
5331,"N/A","Código ou tipo ausente",""
5332,"N/A","Código ou tipo ausente",""
5333,"N/A","Código ou tipo ausente",""
5334,"N/A","Código ou tipo ausente",""
5335,"N/A","Código ou tipo ausente",""
5336,"N/A","Código ou tipo ausente",""
5337,"N/A","Código ou tipo ausente",""
5338,"N/A","Código ou tipo ausente",""
5339,"N/A","Código ou tipo ausente",""
5340,"N/A","Código ou tipo ausente",""
5341,"N/A","Código ou tipo ausente",""
5342,"N/A","Código ou tipo ausente",""
5343,"N/A","Código ou tipo ausente",""
5344,"N/A","Código ou tipo ausente",""
5345,"N/A","Código ou tipo ausente",""
5346,"N/A","Código ou tipo ausente",""
5347,"N/A","Código ou tipo ausente",""
5348,"N/A","Código ou tipo ausente",""
5349,"N/A","Código ou tipo ausente",""
5350,"N/A","Código ou tipo ausente",""
5351,"N/A","Código ou tipo ausente",""
5352,"N/A","Código ou tipo ausente",""
5353,"N/A","Código ou tipo ausente",""
5354,"N/A","Código ou tipo ausente",""
5355,"N/A","Código ou tipo ausente",""
5356,"N/A","Código ou tipo ausente",""
5357,"N/A","Código ou tipo ausente",""
5358,"N/A","Código ou tipo ausente",""
5359,"N/A","Código ou tipo ausente",""
5360,"N/A","Código ou tipo ausente",""
5361,"N/A","Código ou tipo ausente",""
5362,"N/A","Código ou tipo ausente",""
5363,"N/A","Código ou tipo ausente",""
5364,"N/A","Código ou tipo ausente",""
5365,"N/A","Código ou tipo ausente",""
5366,"N/A","Código ou tipo ausente",""
5367,"N/A","Código ou tipo ausente",""
5368,"N/A","Código ou tipo ausente",""
5369,"N/A","Código ou tipo ausente",""
5370,"N/A","Código ou tipo ausente",""
5371,"N/A","Código ou tipo ausente",""
5372,"N/A","Código ou tipo ausente",""
5373,"N/A","Código ou tipo ausente",""
5374,"N/A","Código ou tipo ausente",""
5375,"N/A","Código ou tipo ausente",""
5376,"N/A","Código ou tipo ausente",""
5377,"N/A","Código ou tipo ausente",""
5378,"N/A","Código ou tipo ausente",""
5379,"N/A","Código ou tipo ausente",""
5380,"N/A","Código ou tipo ausente",""
5381,"N/A","Código ou tipo ausente",""
5382,"N/A","Código ou tipo ausente",""
5383,"N/A","Código ou tipo ausente",""
5384,"N/A","Código ou tipo ausente",""
5385,"N/A","Código ou tipo ausente",""
5386,"N/A","Código ou tipo ausente",""
5387,"N/A","Código ou tipo ausente",""
5388,"N/A","Código ou tipo ausente",""
5389,"N/A","Código ou tipo ausente",""
5390,"N/A","Código ou tipo ausente",""
5391,"N/A","Código ou tipo ausente",""
5392,"N/A","Código ou tipo ausente",""
5393,"N/A","Código ou tipo ausente",""
5394,"N/A","Código ou tipo ausente",""
5395,"N/A","Código ou tipo ausente",""
5396,"N/A","Código ou tipo ausente",""
5397,"N/A","Código ou tipo ausente",""
5398,"N/A","Código ou tipo ausente",""
5399,"N/A","Código ou tipo ausente",""
5400,"N/A","Código ou tipo ausente",""
5401,"N/A","Código ou tipo ausente",""
5402,"N/A","Código ou tipo ausente",""
5403,"N/A","Código ou tipo ausente",""
5404,"N/A","Código ou tipo ausente",""
5405,"N/A","Código ou tipo ausente",""
5406,"N/A","Código ou tipo ausente",""
5407,"N/A","Código ou tipo ausente",""
5408,"N/A","Código ou tipo ausente",""
5409,"N/A","Código ou tipo ausente",""
5410,"N/A","Código ou tipo ausente",""
5411,"N/A","Código ou tipo ausente",""
5412,"N/A","Código ou tipo ausente",""
5413,"N/A","Código ou tipo ausente",""
5414,"N/A","Código ou tipo ausente",""
5415,"N/A","Código ou tipo ausente",""
5416,"N/A","Código ou tipo ausente",""
5417,"N/A","Código ou tipo ausente",""
5418,"N/A","Código ou tipo ausente",""
5419,"N/A","Código ou tipo ausente",""
5420,"N/A","Código ou tipo ausente",""
5421,"N/A","Código ou tipo ausente",""
5422,"N/A","Código ou tipo ausente",""
5423,"N/A","Código ou tipo ausente",""
5424,"N/A","Código ou tipo ausente",""
5425,"N/A","Código ou tipo ausente",""
5426,"N/A","Código ou tipo ausente",""
5427,"N/A","Código ou tipo ausente",""
5428,"N/A","Código ou tipo ausente",""
5429,"N/A","Código ou tipo ausente",""
5430,"N/A","Código ou tipo ausente",""
5431,"N/A","Código ou tipo ausente",""
5432,"N/A","Código ou tipo ausente",""
5433,"N/A","Código ou tipo ausente",""
5434,"N/A","Código ou tipo ausente",""
5435,"N/A","Código ou tipo ausente",""
5436,"N/A","Código ou tipo ausente",""
5437,"N/A","Código ou tipo ausente",""
5438,"N/A","Código ou tipo ausente",""
5439,"N/A","Código ou tipo ausente",""
5440,"N/A","Código ou tipo ausente",""
5441,"N/A","Código ou tipo ausente",""
5442,"N/A","Código ou tipo ausente",""
5443,"N/A","Código ou tipo ausente",""
5444,"N/A","Código ou tipo ausente",""
5445,"N/A","Código ou tipo ausente",""
5446,"N/A","Código ou tipo ausente",""
5447,"N/A","Código ou tipo ausente",""
5448,"N/A","Código ou tipo ausente",""
5449,"N/A","Código ou tipo ausente",""
5450,"N/A","Código ou tipo ausente",""
5451,"N/A","Código ou tipo ausente",""
5452,"N/A","Código ou tipo ausente",""
5453,"N/A","Código ou tipo ausente",""
5454,"N/A","Código ou tipo ausente",""
5455,"N/A","Código ou tipo ausente",""
5456,"N/A","Código ou tipo ausente",""
5457,"N/A","Código ou tipo ausente",""
5458,"N/A","Código ou tipo ausente",""
5459,"N/A","Código ou tipo ausente",""
5460,"N/A","Código ou tipo ausente",""
5461,"N/A","Código ou tipo ausente",""
5462,"N/A","Código ou tipo ausente",""
5463,"N/A","Código ou tipo ausente",""
5464,"N/A","Código ou tipo ausente",""
5465,"N/A","Código ou tipo ausente",""
5466,"N/A","Código ou tipo ausente",""
5467,"N/A","Código ou tipo ausente",""
5468,"N/A","Código ou tipo ausente",""
5469,"N/A","Código ou tipo ausente",""
5470,"N/A","Código ou tipo ausente",""
5471,"N/A","Código ou tipo ausente",""
5472,"N/A","Código ou tipo ausente",""
5473,"N/A","Código ou tipo ausente",""
5474,"N/A","Código ou tipo ausente",""
5475,"N/A","Código ou tipo ausente",""
5476,"N/A","Código ou tipo ausente",""
5477,"N/A","Código ou tipo ausente",""
5478,"N/A","Código ou tipo ausente",""
5479,"N/A","Código ou tipo ausente",""
5480,"N/A","Código ou tipo ausente",""
5481,"N/A","Código ou tipo ausente",""
5482,"N/A","Código ou tipo ausente",""
5483,"N/A","Código ou tipo ausente",""
5484,"N/A","Código ou tipo ausente",""
5485,"N/A","Código ou tipo ausente",""
5486,"N/A","Código ou tipo ausente",""
5487,"N/A","Código ou tipo ausente",""
5488,"N/A","Código ou tipo ausente",""
5489,"N/A","Código ou tipo ausente",""
5490,"N/A","Código ou tipo ausente",""
5491,"N/A","Código ou tipo ausente",""
5492,"N/A","Código ou tipo ausente",""
5493,"N/A","Código ou tipo ausente",""
5494,"N/A","Código ou tipo ausente",""
5495,"N/A","Código ou tipo ausente",""
5496,"N/A","Código ou tipo ausente",""
5497,"N/A","Código ou tipo ausente",""
5498,"N/A","Código ou tipo ausente",""
5499,"N/A","Código ou tipo ausente",""
5500,"N/A","Código ou tipo ausente",""
5501,"N/A","Código ou tipo ausente",""
5502,"N/A","Código ou tipo ausente",""
5503,"N/A","Código ou tipo ausente",""
5504,"N/A","Código ou tipo ausente",""
5505,"N/A","Código ou tipo ausente",""
5506,"N/A","Código ou tipo ausente",""
5507,"N/A","Código ou tipo ausente",""
5508,"N/A","Código ou tipo ausente",""
5509,"N/A","Código ou tipo ausente",""
5510,"N/A","Código ou tipo ausente",""
5511,"N/A","Código ou tipo ausente",""
5512,"N/A","Código ou tipo ausente",""
5513,"N/A","Código ou tipo ausente",""
5514,"N/A","Código ou tipo ausente",""
5515,"N/A","Código ou tipo ausente",""
5516,"N/A","Código ou tipo ausente",""
5517,"N/A","Código ou tipo ausente",""
5518,"N/A","Código ou tipo ausente",""
5519,"N/A","Código ou tipo ausente",""
5520,"N/A","Código ou tipo ausente",""
5521,"N/A","Código ou tipo ausente",""
5522,"N/A","Código ou tipo ausente",""
5523,"N/A","Código ou tipo ausente",""
5524,"N/A","Código ou tipo ausente",""
5525,"N/A","Código ou tipo ausente",""
5526,"N/A","Código ou tipo ausente",""
5527,"N/A","Código ou tipo ausente",""
5528,"N/A","Código ou tipo ausente",""
5529,"N/A","Código ou tipo ausente",""
5530,"N/A","Código ou tipo ausente",""
5531,"N/A","Código ou tipo ausente",""
5532,"N/A","Código ou tipo ausente",""
5533,"N/A","Código ou tipo ausente",""
5534,"N/A","Código ou tipo ausente",""
5535,"N/A","Código ou tipo ausente",""
5536,"N/A","Código ou tipo ausente",""
5537,"N/A","Código ou tipo ausente",""
5538,"N/A","Código ou tipo ausente",""
5539,"N/A","Código ou tipo ausente",""
5540,"N/A","Código ou tipo ausente",""
5541,"N/A","Código ou tipo ausente",""
5542,"N/A","Código ou tipo ausente",""
5543,"N/A","Código ou tipo ausente",""
5544,"N/A","Código ou tipo ausente",""
5545,"N/A","Código ou tipo ausente",""
5546,"N/A","Código ou tipo ausente",""
5547,"N/A","Código ou tipo ausente",""
5548,"N/A","Código ou tipo ausente",""
5549,"N/A","Código ou tipo ausente",""
5550,"N/A","Código ou tipo ausente",""
5551,"N/A","Código ou tipo ausente",""
5552,"N/A","Código ou tipo ausente",""
5553,"N/A","Código ou tipo ausente",""
5554,"N/A","Código ou tipo ausente",""
5555,"N/A","Código ou tipo ausente",""
5556,"N/A","Código ou tipo ausente",""
5557,"N/A","Código ou tipo ausente",""
5558,"N/A","Código ou tipo ausente",""
5559,"N/A","Código ou tipo ausente",""
5560,"N/A","Código ou tipo ausente",""
5561,"N/A","Código ou tipo ausente",""
5562,"N/A","Código ou tipo ausente",""
5563,"N/A","Código ou tipo ausente",""
5564,"N/A","Código ou tipo ausente",""
5565,"N/A","Código ou tipo ausente",""
5566,"N/A","Código ou tipo ausente",""
5567,"N/A","Código ou tipo ausente",""
5568,"N/A","Código ou tipo ausente",""
5569,"N/A","Código ou tipo ausente",""
5570,"N/A","Código ou tipo ausente",""
5571,"N/A","Código ou tipo ausente",""
5572,"N/A","Código ou tipo ausente",""
5573,"N/A","Código ou tipo ausente",""
5574,"N/A","Código ou tipo ausente",""
5575,"N/A","Código ou tipo ausente",""
5576,"N/A","Código ou tipo ausente",""
5577,"N/A","Código ou tipo ausente",""
5578,"N/A","Código ou tipo ausente",""
5579,"N/A","Código ou tipo ausente",""
5580,"N/A","Código ou tipo ausente",""
5581,"N/A","Código ou tipo ausente",""
5582,"N/A","Código ou tipo ausente",""
5583,"N/A","Código ou tipo ausente",""
5584,"N/A","Código ou tipo ausente",""
5585,"N/A","Código ou tipo ausente",""
5586,"N/A","Código ou tipo ausente",""
5587,"N/A","Código ou tipo ausente",""
5588,"N/A","Código ou tipo ausente",""
5589,"N/A","Código ou tipo ausente",""
5590,"N/A","Código ou tipo ausente",""
5591,"N/A","Código ou tipo ausente",""
5592,"N/A","Código ou tipo ausente",""
5593,"N/A","Código ou tipo ausente",""
5594,"N/A","Código ou tipo ausente",""
5595,"N/A","Código ou tipo ausente",""
5596,"N/A","Código ou tipo ausente",""
5597,"N/A","Código ou tipo ausente",""
5598,"N/A","Código ou tipo ausente",""
5599,"N/A","Código ou tipo ausente",""
5600,"N/A","Código ou tipo ausente",""
5601,"N/A","Código ou tipo ausente",""
5602,"N/A","Código ou tipo ausente",""
5603,"N/A","Código ou tipo ausente",""
5604,"N/A","Código ou tipo ausente",""
5605,"N/A","Código ou tipo ausente",""
5606,"N/A","Código ou tipo ausente",""
5607,"N/A","Código ou tipo ausente",""
5608,"N/A","Código ou tipo ausente",""
5609,"N/A","Código ou tipo ausente",""
5610,"N/A","Código ou tipo ausente",""
5611,"N/A","Código ou tipo ausente",""
5612,"N/A","Código ou tipo ausente",""
5613,"N/A","Código ou tipo ausente",""
5614,"N/A","Código ou tipo ausente",""
5615,"N/A","Código ou tipo ausente",""
5616,"N/A","Código ou tipo ausente",""
5617,"N/A","Código ou tipo ausente",""
5618,"N/A","Código ou tipo ausente",""
5619,"N/A","Código ou tipo ausente",""
5620,"N/A","Código ou tipo ausente",""
