codigo,utm_e,utm_n,lat_calculada,lng_calculada,motivo
FHV-V-2600,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2601,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2602,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2603,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2604,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2605,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2606,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2607,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2608,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2609,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2610,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2611,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2612,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2613,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2614,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2615,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2616,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2617,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2618,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2619,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2620,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2621,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2622,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2623,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2624,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2625,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2626,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2627,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2628,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2629,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2630,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2631,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2632,-46,-22,-85.52570406982953,-141.23545850596412,"Latitude fora do range do Paraná"
FHV-V-2637,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2638,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2645,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2650,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2651,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2652,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2656,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2657,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2658,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2659,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2660,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2661,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2662,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2663,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2664,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2665,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2667,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2668,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2669,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2670,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2671,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2672,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2673,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2674,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2675,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2676,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2677,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2678,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2680,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2681,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2682,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2683,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2687,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2691,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2692,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2693,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2694,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2695,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2697,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2698,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2699,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2700,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2701,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2702,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2703,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2704,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2705,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2706,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2707,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2708,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2709,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2710,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2711,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2712,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2713,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2714,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2715,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2716,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2717,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2718,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2719,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2720,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2721,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2723,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2724,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2725,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2726,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2727,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2728,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2729,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2730,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2731,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2732,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2733,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2734,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2735,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2736,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2737,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2738,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2739,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2740,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2741,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2742,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2743,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2744,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2745,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2746,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2747,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2748,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2749,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2750,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2751,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2752,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2753,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2754,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2755,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2757,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2758,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2759,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2760,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2761,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2762,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2763,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2764,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2766,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2767,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2768,-47,-22,-85.52569514003373,-141.23545803413808,"Latitude fora do range do Paraná"
FHV-V-2792,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2793,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2794,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2795,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2796,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2797,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2798,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2799,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2800,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2801,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2806,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2807,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2808,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2809,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2810,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2811,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2812,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2813,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2814,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2815,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2816,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2817,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2818,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2819,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2820,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2821,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2822,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2824,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2825,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2826,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2827,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2828,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2829,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2830,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2831,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2832,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2833,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2835,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2836,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2837,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2838,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2839,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2840,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2842,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2843,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2844,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2847,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2850,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2851,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2852,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2853,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2854,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2855,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2856,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2857,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2858,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2860,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2861,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2862,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2863,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2864,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2865,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2866,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2867,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2868,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2869,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2870,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2871,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2872,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2873,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2874,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2875,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2876,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2877,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2878,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2879,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2880,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2881,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2882,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2883,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2884,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2885,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2888,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2889,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2890,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2891,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2892,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2893,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2896,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2897,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2898,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-2900,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3051,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3052,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3053,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3054,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3055,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3056,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3057,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3058,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3059,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3060,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3061,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3062,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3063,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3064,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3065,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3066,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3067,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3068,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3069,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3070,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3071,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3072,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3073,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3074,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3075,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3076,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3077,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3078,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3079,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3080,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3081,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3082,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3083,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3084,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3085,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3086,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3087,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3088,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3089,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3090,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3091,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3092,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3093,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3094,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3095,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3096,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3097,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3098,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3099,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3100,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3101,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3102,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3103,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3104,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3105,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3106,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3107,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3108,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-V-3109,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
