codigo,utm_e,utm_n,lat_calculada,lng_calculada,motivo
FHV-M-6415,47,22,-85.52653614390462,-141.23046510449723,"Latitude fora do range do Paraná"
FHV-P-0055,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0056,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0057,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0058,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0059,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0060,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0061,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0062,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0063,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0064,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0065,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0066,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0067,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0068,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0069,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0070,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0071,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0072,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0073,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0074,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0075,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0076,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0077,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0078,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0079,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0080,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0081,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0082,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0083,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0084,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0085,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0086,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0087,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0088,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0089,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0090,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0091,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0092,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0093,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0094,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0095,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0096,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0097,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0098,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0099,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0100,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0101,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0102,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0103,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0104,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0105,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0106,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0107,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0108,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0109,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0110,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0111,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0112,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0113,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0114,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0115,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0116,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0117,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0118,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0119,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0212,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0213,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0214,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0215,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0216,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0217,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0218,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0219,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0220,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0221,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0222,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0223,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0224,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0225,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0226,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0227,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0228,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0229,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0230,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0231,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0232,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0233,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0234,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0235,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0236,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0237,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0238,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0239,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0240,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0241,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0242,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0243,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0244,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0245,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0246,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0247,49,25,-85.52655411152962,-141.23012257524763,"Latitude fora do range do Paraná"
FHV-P-0290,6507138951,7191974703,N/A,N/A,"Resultado da conversão é Infinity"
FHV-P-0332,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0333,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0334,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0335,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0336,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0337,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0338,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0339,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0341,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0342,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0343,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0344,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0345,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0346,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0347,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0348,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0349,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0350,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0351,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0352,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0353,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0354,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0355,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0356,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0357,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0358,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0359,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0360,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0361,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0362,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0363,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0364,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0365,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0366,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0367,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0368,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0369,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0370,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0371,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0372,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0373,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0374,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0375,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0376,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0377,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0378,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0379,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0380,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0381,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0382,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0383,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0384,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0385,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0386,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0387,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0388,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0389,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0390,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0391,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0395,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0399,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0400,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0401,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0403,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0404,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0405,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0406,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0407,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0408,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0409,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0410,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0411,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0412,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0413,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0414,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0415,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0416,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0417,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0418,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0419,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0420,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0421,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0422,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0423,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0424,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0425,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0426,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0427,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0428,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0429,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0430,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0431,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0432,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0433,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0434,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0435,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0436,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0437,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0438,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0439,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0440,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0441,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0442,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0700,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0701,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0702,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0703,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0704,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0705,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0706,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0707,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0708,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0709,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0710,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0711,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0712,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0713,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0716,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0717,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0718,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0719,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0720,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0721,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0725,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0750,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0751,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0752,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0753,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0754,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0755,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0756,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0757,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0758,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0800,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0801,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0896,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0899,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0900,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0909,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0910,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0911,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0912,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0913,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0917,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0918,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0919,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0920,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0921,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0922,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0923,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0924,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0925,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0926,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0927,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0928,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0929,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0930,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0931,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0932,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0933,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0934,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0935,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0936,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0937,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0938,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0939,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0940,811893.08,7674924.31,-20.999999959018,-47.99999995338891,"Latitude fora do range do Paraná"
FHV-P-0941,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0942,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0944,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0945,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0946,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0947,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0948,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0949,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0950,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0951,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0952,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0953,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0954,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0956,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0957,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0958,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0959,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0960,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0971,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
FHV-P-0972,48,21,-85.52654503767565,-141.23058005052732,"Latitude fora do range do Paraná"
